IBC01,55:3A7D80,0,4000,D16,D5,D6,D7,D8,C1,C2
IBC02,55:3A7D80,0,4000,D16,D5,D6,D7,D8,C1,C2
IBC03,55:3A7D80,0,4000,D16,D5,D6,D7,D8,C1,C2
IBC04,55:3A7D80,0,4000,D16,D5,D6,D7,D8,C1,C2
IBC05,55:3A7D80,0,4000,D16,D5,D6,D7,D8,C1,C2
IBC06,55:3A7D80,0,4000,D16,D5,D6,D7,D8,C1,C2
IBC07,55:3A7D80,0,4000,D16,D5,D6,D7,D8,C1,C2
